728.29,7.38
728.22,6.49
728.15,6.45
728.05,6.09
727.99,6.47
727.95,5.92
727.88,6.07
727.75,6.31
727.66,5.63
727.47,6.65
727.19,5.55
726.06,3.49
726.04,3.83
726.03,4.31
726.02,4.47
725.99,4.68
725.95,4.60
725.94,4.80
725.93,4.79
725.91,4.93
725.90,5.01
725.88,5.20
725.87,4.68
725.86,4.09
724.37,4.86
724.30,5.75
724.29,5.95
724.26,5.94
724.22,5.98
724.21,5.71
724.19,6.30
724.16,6.47
724.13,6.31
724.10,6.18
724.07,6.32
724.04,5.40
724.03,6.38
724.00,6.41
723.96,6.63
723.90,5.73
723.90,6.44
723.86,6.43
723.81,5.47
723.77,5.91
723.76,5.09
723.75,6.85
723.73,6.26
723.70,5.91
723.70,6.21
723.70,6.38
723.67,6.50
723.67,6.85
723.65,6.85
723.64,6.92
723.61,6.74
723.61,5.88
723.60,6.62
723.60,6.98
723.59,7.44
723.58,6.60
723.57,6.98
723.56,6.85
723.55,6.75
723.54,7.49
723.53,6.93
723.53,7.33
723.52,7.86
723.51,6.68
723.51,7.73
723.50,7.80
723.48,6.90
723.47,7.34
723.46,7.33
723.46,6.78
723.46,7.35
723.45,7.36
723.44,7.52
723.43,6.82
723.43,8.57
723.42,5.76
723.40,5.57
723.40,6.73
723.39,6.96
723.39,5.42
723.38,6.52
723.37,6.11
723.36,6.53
723.36,6.37
723.35,5.86
723.35,6.69
723.35,5.06
723.34,1.22
723.34,5.50
723.34,2.78
723.33,1.66
723.32,6.25
723.31,6.66
723.30,6.72
723.30,5.74
723.29,5.64
723.29,5.87
723.28,6.79
723.28,4.07
723.27,5.96
723.26,5.92
723.25,6.72
723.25,5.71
723.24,5.97
723.23,1.07
723.23,5.48
723.22,5.36
723.22,7.24
723.22,5.42
723.21,1.77
723.19,6.67
723.18,6.27
723.18,6.56
723.17,6.04
723.17,4.02
723.16,6.58
723.15,6.57
723.15,6.83
723.15,6.14
723.14,4.99
723.12,4.78
723.12,6.93
723.11,3.80
723.11,5.37
723.10,
723.09,
723.08,3.02
723.07,5.71
723.07,2.25
723.06,6.24
723.05,6.17
723.05,6.61
723.04,7.36
723.03,5.96
723.02,4.42
723.02,6.01
723.00,5.62
722.99,5.29
722.98,6.15
722.97,
722.96,4.58
722.96,6.33
722.94,5.08
722.93,5.14
722.89,3.81
722.88,5.12
722.88,4.31
722.86,1.34
722.83,4.14
722.82,2.57
722.81,2.08
722.78,2.85
722.74,2.45
722.73,6.11
722.72,6.58
722.70,5.19
722.69,7.53
722.69,3.54
722.67,5.09
722.67,3.34
722.64,2.90
722.57,2.80
722.52,1.89
722.51,4.14
722.50,5.16
722.49,5.18
722.48,2.61
722.48,
722.46,3.62
722.45,3.87
722.44,3.69
722.42,3.38
722.42,1.80
722.41,-0.66
722.36,2.07
722.29,1.97
722.24,2.34
722.19,2.49
722.12,2.06
722.04,1.23
722.02,1.97
722.02,1.98
722.01,2.89
721.97,1.47
721.91,1.61
721.82,1.72
721.77,1.11
721.69,2.17
721.62,2.71
721.61,1.37
721.58,1.50
721.57,1.83
721.57,0.29
721.56,2.31
721.55,2.36
721.54,2.54
721.51,0.28
721.49,1.46
721.48,2.26
721.45,2.72
721.42,0.60
721.10,1.65
721.08,-1.39
721.02,1.60
720.99,1.15
720.82,1.02
720.81,0.99
720.80,3.10
720.78,1.90
720.77,3.14
720.75,2.42
720.73,2.34
720.71,2.55
720.70,0.71
720.70,3.39
720.69,-0.32
720.68,2.21
720.67,1.76
720.66,0.29
720.66,1.70
720.65,2.23
720.64,1.43
720.64,1.37
720.63,-0.51
720.63,1.92
720.62,1.40
720.61,0.22
720.61,1.44
720.60,1.37
720.59,0.49
720.58,1.17
720.58,-1.70
720.57,0.47
720.56,-0.26
720.56,0.13
720.55,-0.38
720.55,1.35
720.54,1.34
720.53,-1.89
720.52,-1.09
720.49,0.69
720.44,0.66
720.33,1.48
720.29,2.28
720.24,1.73
720.18,2.48
720.13,1.77
720.09,3.08
720.02,2.32
719.95,2.30
719.90,1.81
719.84,1.64
719.78,2.19
719.71,4.06
719.65,1.83
719.60,2.33
719.53,2.89
719.47,3.72
719.41,1.44
719.25,-0.29
718.95,0.95
718.88,0.38
718.80,1.50
718.66,0.93
718.59,0.18
718.53,2.07
718.47,1.92
718.40,1.68
718.34,1.53
718.28,1.11
718.21,-0.31
718.14,-1.09
718.10,-0.65
717.98,0.62
717.89,-0.33
717.82,-0.66
717.73,-0.28
717.66,-1.23
717.58,-2.06
717.55,-0.61
717.53,-2.26
717.52,0.10
717.49,-1.01
717.47,-1.15
717.45,-1.59
717.42,-2.24
717.40,-1.68
717.39,-1.52
717.36,-2.04
717.35,-2.90
717.32,-1.35
717.29,-1.50
717.29,-2.20
717.26,-1.94
717.23,-2.31
717.22,-1.51
717.19,-1.29
717.17,-3.97
717.16,-0.71
717.13,-0.72
717.12,-0.64
717.09,-0.71
717.06,-1.32
717.05,-0.73
717.02,-0.31
716.99,-1.49
716.96,-2.45
716.93,-0.84
716.93,-1.18
716.90,-1.15
716.87,-2.19
