817.87,4.76
817.79,4.45
817.71,4.47
817.63,4.32
817.55,4.77
817.47,4.89
817.39,4.62
817.31,4.74
817.23,5.39
817.14,5.28
817.06,5.08
816.98,5.04
816.90,3.12
816.82,3.52
816.74,4.38
816.65,3.84
816.57,3.61
816.49,3.42
816.41,3.93
816.32,2.19
816.24,2.19
816.16,2.04
816.07,2.15
815.99,2.15
815.91,1.60
815.82,2.05
815.74,2.52
815.65,3.00
815.57,3.53
815.48,3.68
815.40,3.42
815.31,3.25
815.23,2.98
815.14,3.19
815.06,3.77
814.97,3.82
814.88,3.67
814.80,3.95
814.71,3.16
814.62,3.38
814.54,2.26
814.45,3.03
814.36,3.70
814.27,4.13
814.19,4.49
814.10,4.49
814.01,4.72
813.92,5.30
813.83,5.84
813.75,5.89
813.66,6.18
813.57,6.47
813.48,6.37
813.39,6.16
813.30,6.33
813.21,6.33
813.12,6.16
813.03,6.94
812.94,6.94
812.85,7.12
812.75,7.12
812.66,7.12
812.57,6.50
812.48,6.13
812.39,6.09
812.30,7.05
812.21,6.77
812.11,6.42
812.02,6.49
811.93,7.04
811.84,7.25
811.74,6.86
811.65,7.02
811.55,7.11
811.46,7.07
811.37,7.01
811.27,6.58
811.18,6.76
811.08,7.12
810.99,6.83
810.89,6.60
810.79,6.48
810.70,6.40
810.60,6.61
810.50,6.72
810.41,6.46
810.31,6.59
810.21,6.73
810.11,6.46
810.02,5.75
809.92,4.99
809.82,3.81
809.72,2.84
809.62,1.35
809.52,-0.70
809.42,-0.90
809.32,-0.93
809.22,-1.07
809.13,-1.10
809.03,-1.05
808.92,-1.17
808.82,-1.13
808.72,-0.93
808.62,-1.02
808.52,-0.82
808.42,-0.68
808.32,-0.58
808.21,-0.42
808.11,-0.43
808.01,-0.40
807.90,-0.25
807.80,-0.29
807.69,-0.36
807.59,-0.34
807.49,-0.27
807.38,-0.26
807.28,-0.11
807.17,-0.36
807.07,-0.46
806.96,-0.27
806.85,-0.28
806.75,-0.05
806.64,-0.03
806.53,-0.25
806.42,-0.14
806.32,0.07
806.21,-0.21
806.10,-0.35
805.99,-0.65
805.88,-0.96
805.77,-0.74
805.66,-0.62
805.55,-0.87
805.44,-0.73
805.33,-1.03
805.22,-1.23
805.11,-1.63
805.00,-1.81
804.89,-1.54
804.78,-1.70
804.66,-1.93
804.55,-1.79
804.44,-1.51
804.33,-1.77
804.21,-1.60
804.10,-1.57
803.98,-1.56
803.87,-1.46
803.75,-1.66
803.64,-1.94
803.52,-2.26
803.41,-2.23
803.29,-2.13
803.17,-2.05
803.06,-1.38
802.94,-1.00
802.82,-0.95
802.70,0.94
802.59,1.88
802.47,2.43
802.35,2.84
802.23,3.13
802.11,3.35
801.99,3.53
801.87,3.52
801.75,3.68
801.62,3.81
801.50,5.06
801.38,5.25
801.26,5.21
801.13,5.62
801.01,5.87
800.89,5.84
800.76,5.49
800.64,5.01
800.51,5.11
800.39,5.23
800.27,5.16
800.14,4.49
800.01,4.94
799.89,5.33
799.76,4.59
799.63,4.18
799.50,5.03
799.38,5.54
799.25,5.22
799.12,4.69
798.98,5.01
798.85,5.05
798.72,4.91
798.59,5.02
798.46,5.04
798.33,5.23
798.19,4.63
798.06,4.80
797.93,4.87
797.80,4.19
797.66,4.28
797.53,4.96
797.39,4.28
797.25,3.78
797.12,3.60
796.98,4.17
796.84,4.47
796.70,4.44
796.57,4.20
796.43,4.18
796.29,4.16
796.15,4.39
796.01,4.14
795.87,5.03
795.73,5.24
795.59,5.59
795.45,5.50
795.30,5.30
795.16,5.43
795.02,5.73
794.88,5.36
794.73,5.30
794.58,5.27
794.44,5.02
794.29,5.53
794.14,5.54
794.00,5.25
793.85,4.90
793.70,5.01
793.56,5.38
793.41,6.05
793.26,6.11
793.11,5.94
792.95,6.09
792.80,6.38
792.65,6.72
792.50,7.14
792.35,7.04
792.19,6.53
792.04,6.23
791.88,5.53
791.72,5.50
791.57,5.51
791.41,5.49
791.25,5.03
791.10,4.77
790.93,5.00
790.77,5.00
790.61,6.08
790.45,6.81
790.29,6.56
790.13,7.11
789.96,6.76
789.80,6.44
789.63,6.89
789.47,6.55
789.30,6.07
789.14,6.35
788.97,5.41
788.80,6.28
788.63,6.99
788.46,6.16
788.29,6.16
788.11,7.15
787.94,7.13
787.77,6.92
787.59,6.49
787.42,6.54
787.24,6.64
787.07,6.31
786.89,6.53
786.71,6.01
786.54,5.53
786.36,4.84
786.18,4.84
785.99,4.19
785.81,4.18
785.63,4.81
785.44,4.37
785.26,4.25
785.07,4.16
784.88,3.75
784.70,3.43
784.51,3.91
784.32,4.17
784.13,4.11
783.94,3.41
783.75,3.82
783.56,5.57
783.37,5.52
783.17,4.89
782.97,5.01
782.78,5.58
782.58,6.02
782.38,6.59
782.18,7.53
781.98,7.59
781.78,7.43
781.57,7.52
781.37,7.51
781.17,7.70
780.96,6.97
780.75,6.69
780.54,7.15
780.33,7.28
780.12,7.33
779.91,6.94
779.69,6.70
779.48,7.81
779.27,7.67
779.05,7.47
778.83,7.58
778.62,7.86
778.40,7.83
778.17,7.57
777.95,7.46
777.73,7.48
777.50,7.83
777.27,7.68
777.05,7.63
776.82,7.77
776.59,7.99
776.36,7.52
776.13,6.65
775.89,5.94
775.66,5.78
775.42,5.86
775.18,5.44
774.95,5.15
774.70,5.10
774.46,6.41
774.21,7.01
773.97,5.87
773.72,5.06
773.47,4.89
773.22,5.36
772.97,4.43
772.72,3.23
772.46,3.86
772.20,5.41
771.94,4.78
771.68,5.20
771.42,5.73
771.15,5.40
770.88,6.57
770.61,6.59
770.34,7.00
770.07,7.09
769.79,7.05
769.51,7.12
769.23,7.15
768.95,7.13
768.67,6.40
768.39,6.89
768.10,6.81
767.82,6.49
767.52,7.35
767.23,6.73
766.93,7.81
766.64,7.69
766.33,7.81
766.03,7.59
765.73,7.80
765.43,7.93
765.12,8.05
764.81,7.97
764.50,8.06
764.18,8.46
763.86,8.40
763.53,8.18
763.21,8.54
762.88,7.92
762.55,8.13
762.22,8.58
761.88,8.33
761.54,8.21
761.20,8.35
760.85,8.22
760.51,7.90
760.15,7.55
759.80,7.46
759.45,7.21
759.08,6.37
758.72,5.76
758.35,5.74
757.98,6.96
757.61,7.03
757.23,7.03
756.85,6.14
756.47,5.57
756.08,4.50
755.69,4.34
755.29,4.50
754.89,4.33
754.49,4.27
754.08,4.49
753.67,4.15
753.25,4.11
752.83,4.96
752.41,5.16
751.98,5.21
751.54,5.27
751.11,5.46
750.66,6.09
750.20,6.50
749.74,6.42
749.29,6.37
748.82,6.98
748.35,7.03
747.87,5.52
747.38,4.50
746.89,3.67
746.40,3.69
745.89,3.25
745.38,3.44
744.86,3.64
744.34,2.47
743.81,1.97
743.27,1.64
742.72,2.43
742.17,3.11
741.61,2.21
741.04,-0.51
740.46,-0.25
739.87,-0.62
739.27,-1.37
738.66,-1.54
738.04,-3.04
737.41,-4.44
736.77,-5.05
736.28,-1.03
736.23,-2.81
736.22,-3.24
736.20,-0.82
736.16,-2.47
736.13,-2.44
736.11,-3.04
736.08,-4.39
735.68,-4.84
735.63,-4.03
735.60,-1.02
735.60,-3.05
735.59,-1.18
735.58,-1.62
735.57,-1.99
735.56,-2.11
735.56,0.07
735.54,-2.55
735.50,-1.83
735.48,-1.11
735.47,-2.94
735.46,-0.21
735.45,0.06
735.43,-0.71
735.40,-1.76
735.38,-0.57
735.37,-0.29
735.36,-0.49
735.36,-1.03
735.32,-0.47
735.31,-1.20
735.28,-0.48
735.26,-0.61
735.23,0.67
735.19,1.01
735.17,0.32
735.16,0.45
735.15,-0.40
735.13,-0.48
735.12,0.82
735.11,1.16
735.09,-0.77
735.08,0.66
735.08,-0.14
735.06,0.10
735.05,0.85
735.04,0.36
735.02,0.78
735.02,0.69
734.98,0.82
734.95,0.39
734.93,0.94
734.93,0.54
734.91,0.85
734.90,-0.84
734.88,0.41
734.87,1.11
734.85,1.57
734.84,1.01
734.83,0.27
734.81,1.13
734.80,-0.49
734.78,1.82
734.77,0.58
734.74,1.59
734.71,1.00
734.70,0.24
734.68,1.49
734.67,0.87
734.65,0.80
734.65,0.32
734.62,1.21
734.61,-0.07
734.58,1.14
734.58,-0.09
734.57,-0.73
734.55,0.95
734.55,-0.24
734.50,-2.20
734.45,-2.47
734.45,-1.55
734.45,-2.97
734.37,-1.99
734.36,-0.75
734.34,-0.20
734.32,-0.33
734.32,-0.70
734.30,-1.12
734.27,-1.37
734.25,-0.21
734.21,0.35
734.15,0.00
734.08,-0.54
734.04,3.06
734.02,4.02
733.98,3.82
733.95,3.50
733.95,3.33
733.92,4.64
733.89,4.41
733.87,3.26
733.85,2.50
733.79,4.81
733.72,2.68
733.63,4.57
733.62,3.20
733.59,3.86
733.56,3.83
733.55,4.13
733.52,3.89
733.48,4.12
733.47,4.07
733.44,4.00
733.43,3.92
733.41,4.56
733.37,3.93
733.34,4.17
733.33,4.94
733.25,4.59
733.18,4.69
733.11,4.52
733.02,4.52
732.94,4.70
732.86,4.42
732.78,4.40
732.71,4.34
732.63,4.08
732.56,4.21
732.52,3.93
732.47,4.44
732.40,4.05
732.32,3.72
732.25,4.55
732.17,4.44
732.09,4.30
732.02,4.29
729.97,6.32
729.86,6.38
729.83,6.41
729.81,6.38
729.78,6.25
729.74,6.42
729.70,6.65
729.65,6.58
729.60,5.89
729.55,6.61
729.48,6.52
729.32,6.63
729.28,6.47
729.25,5.64
729.14,7.06
729.08,6.38
729.04,6.85
728.97,7.21
728.89,6.25
728.78,6.29
728.68,7.11
728.54,5.74
728.44,7.15
